,limprep_cd150minus_C10,limprep_cd150minus_C12,limprep_cd150minus_C6,limprep_cd150minus_C9,limprep_cd150minus_D11,limprep_cd150minus_D12,limprep_cd150minus_D3,limprep_cd150minus_D4,limprep_cd150minus_D5,limprep_cd150minus_D8,limprep_cd150minus_D9,limprep_cd150plus_A10,limprep_cd150plus_A11,limprep_cd150plus_A3,limprep_cd150plus_A8,limprep_cd150plus_B11,limprep_cd150plus_B12,limprep_cd150plus_B3,limprep_cd150plus_B4,limprep_cd150plus_B9
ENSMUSG00000023965,362,0,153,0,0,0,0,15,0,0,0,39,0,0,0,0,640,0,0,83
ENSMUSG00000023967,560,371,228,309,0,0,0,336,70,78,0,0,54,0,4,486,0,0,0,144
ENSMUSG00000023971,31,180,15,12,4,42,69,0,0,109,885,0,0,0,0,713,0,0,0,3
ENSMUSG00000023972,2,2,1,1,3,2,0,3,2,0,9,0,1,0,1,0,2,0,0,5
ENSMUSG00000023973,66,116,29,51,38,6,0,24,0,291,1,0,0,1,99,68,63,0,202,0
ENSMUSG00000023977,909,1060,101,389,0,921,1036,256,45,0,715,236,242,1262,65,191,0,433,31,237
ENSMUSG00000023979,2,0,4,46,1,0,0,12,2,0,1,0,3,0,6,0,0,0,0,5
ENSMUSG00000023980,0,1,21,47,249,8,0,79,287,63,0,3,0,0,0,0,32,0,0,0
ENSMUSG00000023982,0,0,0,15,118,0,0,0,0,0,0,0,39,131,0,59,0,0,0,0
ENSMUSG00000023988,929,706,183,134,0,8,0,206,79,0,245,0,0,0,85,0,0,0,0,8
ENSMUSG00000023990,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,669
ENSMUSG00000023991,32,0,0,111,33,0,0,0,0,1,0,120,0,0,78,47,6,0,0,15
ENSMUSG00000023992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
